For:  Sweet Future: Fluctuating Blood Glucose Levels Affect Future Discounting 
Timespan=All years. Indexes=BKCI-S, ESCI, SSCI, BKCI-SSH, SCI-EXPANDED, IC, A&HCI, CPCI-SSH, CPCI-S, CCR-EXPANDED.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Pharmacological Influences on the Neolithic Transition","Wadley, Greg; Hayden, Brian","","","","JOURNAL OF ETHNOBIOLOGY","OCT 2015","2015","35","3","","","","566","584","","10.2993/etbi-35-03-566-584.1","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"Studying Decision Processes through Behavioral and Neuroscience Analyses of Framing Effects","Levin, Irwin P.; McElroy, Todd; Gaeth, Gary J.; Hedgcock, William; Denburg, Natalie L.; Tranel, Daniel","","","Wilhelms, EA; Reyna, VF","NEUROECONOMICS, JUDGMENT, AND DECISION MAKING","2015","2015","","","","","","131","156","","","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"Resource forecasting: Differential effects of glucose taste and ingestion on delay discounting and self-control","Wang, X. T.; Reed, Ryan N.; Baugh, Lee A.; Fercho, Kelene A.","","","","APPETITE","FEB 1 2018","2018","121","","","","","101","110","","10.1016/j.appet.2017.11.083","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Influence of blood glucose level on the prognosis of patients with diabetes mellitus complicated with ischemic stroke","Dong, Xiao-Liu; Guan, Fei; Xu, Shi-Jun; Zhu, Li-Xia; Zhang, Pan-Pan; Cheng, Ai-Bin; Liu, Tie-Jun","","","","JOURNAL OF RESEARCH IN MEDICAL SCIENCES","JAN 2018","2018","23","","","","","","","10","10.4103/1735-1995.223951","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Caloric Primary Rewards Systematically Alter Time Perception","Fung, Bowen J.; Murawski, Carsten; Bode, Stefan","","","","JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE","NOV 2017","2017","43","11","","","","1925","1936","","10.1037/xhp0000418","","","1","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"More Is Meaningful: The Magnitude Effect in Intertemporal Choice Depends on Self-Control","Ballard, Ian C.; Kim, Bokyung; Liatsis, Anthony; Aydogan, Gokhan; Cohen, Jonathan D.; McClure, Samuel M.","","","","PSYCHOLOGICAL SCIENCE","OCT 2017","2017","28","10","","","","1443","1454","","10.1177/0956797617711455","","","1","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Sugar, perceived healthfulness, and satiety: When does a sugary preload lead people to eat more?","Mandel, Naomi; Brannon, Daniel","","","","APPETITE","JUL 1 2017","2017","114","","","","","338","349","","10.1016/j.appet.2017.04.001","","","1","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Our 'daily bread'? The origins of grinding grains and breadmaking","Hayden, Brian; Nixon-Darcus, Laurie; Ansell, Logan","","","Steel, L; Zinn, K","EXPLORING THE MATERIALITY OF FOOD STUFFS: TRANSFORMATIONS, SYMBOLIC CONSUMPTION AND EMBODIMENTS","2017","2017","","","","","","57","78","","","","","1","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Differences in fairness and trust between lean and corpulent men","Kubera, B.; Klement, J.; Wagner, C.; Raedel, C.; Eggeling, J.; Fuellbrunn, S.; Kaczmarek, M. C.; Levinsky, R.; Peters, A.","","","","INTERNATIONAL JOURNAL OF OBESITY","NOV 2016","2016","40","11","","","","1802","1808","","10.1038/ijo.2016.134","","","1","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"The Way Evaluation Tastes: Tasting as an Embodied Cue of Evaluation","Ding, Yi; Ji, Ting-Ting; Chen, Xu","","","","CURRENT PSYCHOLOGY","SEP 2016","2016","35","3","","","","309","315","","10.1007/s12144-014-9295-5","","","1","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Task-Based and Questionnaire Measures of Inhibitory Control Are Differentially Affected by Acute Food Restriction and by Motivationally Salient Food Stimuli in Healthy Adults","Bartholdy, Savani; Cheng, Jiumu; Schmidt, Ularike; Campbell, Iain C.; O'Daly, Owen G.","","","","FRONTIERS IN PSYCHOLOGY","AUG 29 2016","2016","7","","","","","","","1303","10.3389/fpsyg.2016.01303","","","1","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"The Cultural Backdrop to Prospection: Exploring the Relevance of Time-Space Distanciation","Palitsky, Roman; Sullivan, Daniel; Keefer, Lucas A.; Stewart, Sheridan A.","","","","REVIEW OF GENERAL PSYCHOLOGY","MAR 2016","2016","20","1","","","SI","86","100","","10.1037/gpr0000068","","","1","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Willpower: Rediscovering the greatest human strength","Ryan, Noel","","","","JOURNAL OF POSITIVE PSYCHOLOGY","2012","2012","7","5","","","","446","448","","10.1080/17439760.2012.711350","","","1","0.13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Opportunistic food consumption in relation to childhood and adult food insecurity: An exploratory correlational study","Nettle, Daniel; Joly, Mona; Broadbent, Eleanor; Smith, Chloe; Tittle, Ellie; Bateson, Melissa","","","","APPETITE","JAN 1 2019","2019","132","","","","","222","229","","10.1016/j.appet.2018.07.018","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Resource Signaling via Blood Glucose in Embodied Decision Making","Wang, Xiao-Tian","","","","FRONTIERS IN PSYCHOLOGY","OCT 15 2018","2018","9","","","","","","","1965","10.3389/fpsyg.2018.01965","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The effect of state self-control on the intertemporal decisions made by individuals with high and low trait self-control","Guan, Yuan; He, Jiamei","","","","PLOS ONE","APR 3 2018","2018","13","4","","","","","","e0195333","10.1371/journal.pone.0195333","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Effects of blood glucose on delay discounting, food intake and counterregulation in lean and obese men","Klement, Johanna; Kubera, Britta; Eggeling, Jonas; Raedel, Christin; Wagner, Christin; Park, Soyoung Q.; Peters, Achim","","","","PSYCHONEUROENDOCRINOLOGY","MAR 2018","2018","89","","","","","177","184","","10.1016/j.psyneuen.2018.01.014","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Coupling and segregation of large-scale brain networks predict individual differences in delay discounting","Chen, Zhiyi; Guo, Yiqun; Suo, Tao; Feng, Tingyong","","","","BIOLOGICAL PSYCHOLOGY","MAR 2018","2018","133","","","","","63","71","","10.1016/j.biopsycho.2018.01.011","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Why Are Older People Often So Responsible and Considerate Even When Their Future Seems Limited? A Systematic Review","Moss, Simon A.; Wilson, Samuel G.","","","","INTERNATIONAL JOURNAL OF AGING & HUMAN DEVELOPMENT","JAN 2018","2018","86","1","","","","82","108","","10.1177/0091415017689883","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Impulsiveness, postprandial blood glucose, and glucoregulation affect measures of behavioral flexibility","Riby, Leigh M.; Ong, Derek Lai Teik; Azmie, Nurulnadia Binti Mohamad; Oor, Ee Lyn; Regina, Caroline; Yeo, Eugene Ki Wai; Massa, Jacqueline; Aquili, Luca","","","","NUTRITION RESEARCH","DEC 2017","2017","48","","","","","65","75","","10.1016/j.nutres.2017.10.011","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Margin of safety: Life history strategies and the effects of socioeconomic status on self-selection into accounting","Leiby, Justin; Madsen, Paul E.","","","","ACCOUNTING ORGANIZATIONS AND SOCIETY","JUL 2017","2017","60","","","","","21","36","","10.1016/j.aos.2017.07.001","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The influence of time of day on decision fatigue in online food choice experiments","Olsen, Soren Boye; Meyerhoff, Juergen; Morkbak, Morten Raun; Bonnichsen, Ole","","","","BRITISH FOOD JOURNAL","2017","2017","119","3","","","","497","510","","10.1108/BFJ-05-2016-0227","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A Method for Manipulating Blood Glucose and Measuring Resulting Changes in Cognitive Accessibility of Target Stimuli","Prokosch, Marjorie L.; Hill, Sarah E.","","","","JOVE-JOURNAL OF VISUALIZED EXPERIMENTS","AUG 2016","2016","","114","","","","","","e54211","10.3791/54211","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Linking Diverse Resources to Action Control","Masicampo, E. J.; Slepian, M. L.","","","Hirt, ER; Clarkson, JJ; Jia, L","SELF-REGULATION AND EGO CONTROL","2016","2016","","","","","","325","346","","10.1016/B978-0-12-801850-7.00016-0","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"THE PURSUIT OF SUBJECTIVE WELL-BEING AND THE COMPLEXITY OF CONSCIENTIOUS CONSUMER DECISION MAKING IN THE SOUTH AFRICAN WHITE GOODS INDUSTRY: A LITERATURE REVIEW AND PROPOSED CONCEPTUAL FRAMEWORK","Christie, Lorna; Sonnenberg, Nadine C.; Gous, Ignatius G. P.","","","","JOURNAL OF FAMILY ECOLOGY AND CONSUMER SCIENCES","2016","2016","44","","","","","32","45","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Ernst Strungmann Forum","Lupp, Julia","","","Hammerstein, P; Stevens, JR","EVOLUTION AND THE MECHANISMS OF DECISION MAKING","2012","2012","","","","","","VII","+","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Why Everyone (Else) Is a Hypocrite: Evolution and the Modular Mind","Kurzban, R","","","","WHY EVERYONE (ELSE) IS A HYPOCRITE: EVOLUTION AND THE MODULAR MIND","2010","2010","","","","","","1","274","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
